index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
118,"5/27/20, 08:42 - AI Derek: Yes
",AI Derek,Yes,yes,2020-05-27 08:42:00,8,2
119,"5/27/20, 08:42 - AI Derek: @233249435529 work on that one too
",AI Derek,@233249435529 work on that one too, work on that one too,2020-05-27 08:42:00,8,2
120,"5/27/20, 08:42 - AI Derek: Sure
",AI Derek,Sure,sure,2020-05-27 08:42:00,8,2
41,"5/27/20, 08:43 - Norbert Notitia: But Notitia looks good already
",Norbert Notitia,But Notitia looks good already,but notitia looks good already,2020-05-27 08:43:00,8,2
121,"5/27/20, 08:43 - AI Derek: Most definitely
",AI Derek,Most definitely,most definitely,2020-05-27 08:43:00,8,2
122,"5/27/20, 08:44 - AI Derek: Our first major pitch competition it should be a straight win
",AI Derek,Our first major pitch competition it should be a straight win,our first major pitch competition it should be a straight win,2020-05-27 08:44:00,8,2
42,"5/27/20, 08:50 - Norbert Notitia: Yea. major win
",Norbert Notitia,Yea. major win,yea major win,2020-05-27 08:50:00,8,2
123,"5/27/20, 09:09 - AI Derek: Sure
",AI Derek,Sure,sure,2020-05-27 09:09:00,9,2
10,"5/27/20, 10:37 - Sadat Notitia: Yes it is
",Sadat Notitia,Yes it is,yes it is,2020-05-27 10:37:00,10,2
124,"5/27/20, 10:41 - AI Derek: Great
",AI Derek,Great,great,2020-05-27 10:41:00,10,2
125,"5/27/20, 10:43 - AI Derek: @233249435529 please send the data on all those who registered so he can make certificate for them since my Mac isn’t available 
",AI Derek,@233249435529 please send the data on all those who registered so he can make certificate for them since my Mac isn’t available , please send the data on all those who registered so he can make certificate for them since my mac isnt available ,2020-05-27 10:43:00,10,2
14,"5/27/20, 10:53 - Ḅj: Sure
",Ḅj,Sure,sure,2020-05-27 10:53:00,10,2
15,"5/27/20, 10:53 - Ḅj: I'm available
",Ḅj,I'm available,im available,2020-05-27 10:53:00,10,2
15,"5/27/20, 10:54 - Alex Notitia: Sure.
",Alex Notitia,Sure.,sure,2020-05-27 10:54:00,10,2
126,"5/27/20, 11:27 - AI Derek: Bring the excel sheet too
",AI Derek,Bring the excel sheet too,bring the excel sheet too,2020-05-27 11:27:00,11,2
17,"5/27/20, 12:50 - Alex Notitia: Sure
",Alex Notitia,Sure,sure,2020-05-27 12:50:00,12,2
128,"5/27/20, 13:15 - AI Derek: I’ll be sending you those who sent their names to me as well
",AI Derek,I’ll be sending you those who sent their names to me as well,ill be sending you those who sent their names to me as well,2020-05-27 13:15:00,13,2
127,"5/27/20, 13:15 - AI Derek: Great
",AI Derek,Great,great,2020-05-27 13:15:00,13,2
130,"5/27/20, 14:37 - AI Derek: @233504782862 @233249435529 check this out
",AI Derek,@233504782862 @233249435529 check this out,  check this out,2020-05-27 14:37:00,14,2
129,"5/27/20, 14:37 - AI Derek: TAGCROWD. 
",AI Derek,TAGCROWD. ,tagcrowd ,2020-05-27 14:37:00,14,2
16,"5/27/20, 14:42 - Ḅj: wow
",Ḅj,wow,wow,2020-05-27 14:42:00,14,2
131,"5/27/20, 14:45 - AI Derek: Checkout jobscan too
",AI Derek,Checkout jobscan too,checkout jobscan too,2020-05-27 14:45:00,14,2
19,"5/27/20, 19:02 - Alex Notitia: Good Evening everyone.
",Alex Notitia,Good Evening everyone.,good evening everyone,2020-05-27 19:02:00,19,2
17,"5/27/20, 19:03 - Ḅj: I recorded the last session with Dr Ansah
",Ḅj,I recorded the last session with Dr Ansah,i recorded the last session with dr ansah,2020-05-27 19:03:00,19,2
20,"5/27/20, 19:04 - Alex Notitia: Cul.
",Alex Notitia,Cul.,cul,2020-05-27 19:04:00,19,2
18,"5/27/20, 19:04 - Ḅj: https://drive.google.com/open?id=1GFmm6wWGJdjmgw0t9NVxpL4SjldSgGHB
",Ḅj,https://drive.google.com/open?id=1GFmm6wWGJdjmgw0t9NVxpL4SjldSgGHB,httpsdrivegooglecomopenidgfmmwwgjdjmgwtnvxplsjldsgghb,2020-05-27 19:04:00,19,2
19,"5/27/20, 19:05 - Ḅj: About 62mb
",Ḅj,About 62mb,about mb,2020-05-27 19:05:00,19,2
21,"5/27/20, 19:05 - Alex Notitia: Is it very big in terms of size ?.
",Alex Notitia,Is it very big in terms of size ?.,is it very big in terms of size ,2020-05-27 19:05:00,19,2
22,"5/27/20, 19:11 - Alex Notitia: Cul. Can you please zip and mail it to @ edze.worla@gmail.com.
",Alex Notitia,Cul. Can you please zip and mail it to @ edze.worla@gmail.com.,cul can you please zip and mail it to  edzeworlagmailcom,2020-05-27 19:11:00,19,2
20,"5/27/20, 19:13 - Ḅj: sure
",Ḅj,sure,sure,2020-05-27 19:13:00,19,2
23,"5/27/20, 19:13 - Alex Notitia: Thanks
",Alex Notitia,Thanks,thanks,2020-05-27 19:13:00,19,2
21,"5/27/20, 19:16 - Ḅj: too large to send. limit is 33mb
",Ḅj,too large to send. limit is 33mb,too large to send limit is mb,2020-05-27 19:16:00,19,2
22,"5/27/20, 19:17 - Ḅj: lemme zip
",Ḅj,lemme zip,lemme zip,2020-05-27 19:17:00,19,2
24,"5/27/20, 19:17 - Alex Notitia: Kindly WhatsApp it to me.
",Alex Notitia,Kindly WhatsApp it to me.,kindly whatsapp it to me,2020-05-27 19:17:00,19,2
25,"5/27/20, 19:25 - Alex Notitia: Nice
",Alex Notitia,Nice,nice,2020-05-27 19:25:00,19,2
23,"5/27/20, 19:25 - Ḅj: sending
",Ḅj,sending,sending,2020-05-27 19:25:00,19,2
26,"5/28/20, 04:38 - Alex Notitia: Hello guys, hope everyone is doing well. I won't be able to partake in your meeting today.
",Alex Notitia,"Hello guys, hope everyone is doing well. I won't be able to partake in your meeting today.",hello guys hope everyone is doing well i wont be able to partake in your meeting today,2020-05-28 04:38:00,4,3
132,"5/28/20, 06:53 - AI Derek: Oh okay
",AI Derek,Oh okay,oh okay,2020-05-28 06:53:00,6,3
133,"5/28/20, 06:53 - AI Derek: Good morning
",AI Derek,Good morning,good morning,2020-05-28 06:53:00,6,3
134,"5/28/20, 06:54 - AI Derek: Let’s see if we can do this
",AI Derek,Let’s see if we can do this,lets see if we can do this,2020-05-28 06:54:00,6,3
135,"5/28/20, 07:04 - AI Derek: For the meantime 
",AI Derek,For the meantime ,for the meantime ,2020-05-28 07:04:00,7,3
43,"5/28/20, 07:09 - Norbert Notitia: @233243319300 I'll get in touch with you on that.
",Norbert Notitia,@233243319300 I'll get in touch with you on that., ill get in touch with you on that,2020-05-28 07:09:00,7,3
136,"5/28/20, 07:10 - AI Derek: Sure sure
",AI Derek,Sure sure,sure sure,2020-05-28 07:10:00,7,3
137,"5/28/20, 09:16 - AI Derek: https://www.linkedin.com/posts/notitia-ai_notitia-activity-6671700328091566080-VeTa
",AI Derek,https://www.linkedin.com/posts/notitia-ai_notitia-activity-6671700328091566080-VeTa,httpswwwlinkedincompostsnotitiaainotitiaactivityveta,2020-05-28 09:16:00,9,3
11,"5/28/20, 12:29 - Sadat Notitia: Sure
",Sadat Notitia,Sure,sure,2020-05-28 12:29:00,12,3
44,"5/28/20, 20:36 - Norbert Notitia: Hello
",Norbert Notitia,Hello,hello,2020-05-28 20:36:00,20,3
24,"5/28/20, 20:37 - Ḅj: hello Norbert
",Ḅj,hello Norbert,hello norbert,2020-05-28 20:37:00,20,3
45,"5/28/20, 20:37 - Norbert Notitia: How are you boss
",Norbert Notitia,How are you boss,how are you boss,2020-05-28 20:37:00,20,3
25,"5/28/20, 20:38 - Ḅj: very fine sir
",Ḅj,very fine sir,very fine sir,2020-05-28 20:38:00,20,3
26,"5/28/20, 20:38 - Ḅj: you?
",Ḅj,you?,you,2020-05-28 20:38:00,20,3
46,"5/28/20, 21:41 - Norbert Notitia: Doing great.
",Norbert Notitia,Doing great.,doing great,2020-05-28 21:41:00,21,3
47,"5/28/20, 21:41 - Norbert Notitia: What's the latest at your end
",Norbert Notitia,What's the latest at your end,whats the latest at your end,2020-05-28 21:41:00,21,3
27,"5/28/20, 21:43 - Ḅj: Nothing much
",Ḅj,Nothing much,nothing much,2020-05-28 21:43:00,21,3
28,"5/28/20, 21:43 - Ḅj: Just occupied with some school assignments
",Ḅj,Just occupied with some school assignments,just occupied with some school assignments,2020-05-28 21:43:00,21,3
29,"5/28/20, 21:43 - Ḅj: What about you?
",Ḅj,What about you?,what about you,2020-05-28 21:43:00,21,3
48,"5/28/20, 23:19 - Norbert Notitia: Just work as usual
",Norbert Notitia,Just work as usual,just work as usual,2020-05-28 23:19:00,23,3
30,"5/28/20, 23:45 - Ḅj: great
",Ḅj,great,great,2020-05-28 23:45:00,23,3
138,"5/29/20, 01:23 - AI Derek: My phone was off 
",AI Derek,My phone was off ,my phone was off ,2020-05-29 01:23:00,1,4
139,"5/29/20, 17:07 - AI Derek: Good evening everyone
",AI Derek,Good evening everyone,good evening everyone,2020-05-29 17:07:00,17,4
141,"5/29/20, 17:07 - AI Derek: Thank you
",AI Derek,Thank you,thank you,2020-05-29 17:07:00,17,4
140,"5/29/20, 17:07 - AI Derek: I think for availability sake let’s move the meeting to Sunday at 7pm
",AI Derek,I think for availability sake let’s move the meeting to Sunday at 7pm,i think for availability sake lets move the meeting to sunday at pm,2020-05-29 17:07:00,17,4
143,"5/29/20, 17:08 - AI Derek: The one we can edit and put names on it 
",AI Derek,The one we can edit and put names on it ,the one we can edit and put names on it ,2020-05-29 17:08:00,17,4
142,"5/29/20, 17:08 - AI Derek: @233247936396 please do drop the certificate in my mail
",AI Derek,@233247936396 please do drop the certificate in my mail, please do drop the certificate in my mail,2020-05-29 17:08:00,17,4
31,"5/29/20, 17:08 - Ḅj: Good evening Derek
",Ḅj,Good evening Derek,good evening derek,2020-05-29 17:08:00,17,4
32,"5/29/20, 17:08 - Ḅj: sure
",Ḅj,sure,sure,2020-05-29 17:08:00,17,4
146,"5/29/20, 17:09 - AI Derek: @233249435529 will make the platform available so we can all test it
",AI Derek,@233249435529 will make the platform available so we can all test it, will make the platform available so we can all test it,2020-05-29 17:09:00,17,4
144,"5/29/20, 17:09 - AI Derek: Also the letterhead 
",AI Derek,Also the letterhead ,also the letterhead ,2020-05-29 17:09:00,17,4
145,"5/29/20, 17:09 - AI Derek: @233554349393 we need to do podcast.
",AI Derek,@233554349393 we need to do podcast., we need to do podcast,2020-05-29 17:09:00,17,4
148,"5/29/20, 17:10 - AI Derek: @233504782862 this is for you
",AI Derek,@233504782862 this is for you, this is for you,2020-05-29 17:10:00,17,4
147,"5/29/20, 17:10 - AI Derek: Boot camps, data science programs, and online courses tend to focus on training algorithms (which is great!) but they rarely discuss deploying models. Below is a series of 8 articles about ML deployment in production - my reading list for June!
",AI Derek,"Boot camps, data science programs, and online courses tend to focus on training algorithms (which is great!) but they rarely discuss deploying models. Below is a series of 8 articles about ML deployment in production - my reading list for June!",boot camps data science programs and online courses tend to focus on training algorithms which is great but they rarely discuss deploying models below is a series of  articles about ml deployment in production  my reading list for june,2020-05-29 17:10:00,17,4
34,"5/29/20, 17:10 - Ḅj: awesome
",Ḅj,awesome,awesome,2020-05-29 17:10:00,17,4
33,"5/29/20, 17:10 - Ḅj: Great
",Ḅj,Great,great,2020-05-29 17:10:00,17,4
149,"5/29/20, 17:12 - AI Derek: Sure
",AI Derek,Sure,sure,2020-05-29 17:12:00,17,4
27,"5/29/20, 17:22 - Alex Notitia: Great.
",Alex Notitia,Great.,great,2020-05-29 17:22:00,17,4
35,"5/29/20, 17:23 - Ḅj: sure
",Ḅj,sure,sure,2020-05-29 17:23:00,17,4
28,"5/29/20, 17:23 - Alex Notitia: Sorry we couldn't make the meeting happen today.
",Alex Notitia,Sorry we couldn't make the meeting happen today.,sorry we couldnt make the meeting happen today,2020-05-29 17:23:00,17,4
49,"5/29/20, 21:54 - Norbert Notitia: Cool works for me
",Norbert Notitia,Cool works for me,cool works for me,2020-05-29 21:54:00,21,4
50,"5/29/20, 21:55 - Norbert Notitia: Sure boss. When can we brainstorm on it
",Norbert Notitia,Sure boss. When can we brainstorm on it,sure boss when can we brainstorm on it,2020-05-29 21:55:00,21,4
150,"5/29/20, 22:03 - AI Derek: Let’s put all on the Sunday meeting
",AI Derek,Let’s put all on the Sunday meeting,lets put all on the sunday meeting,2020-05-29 22:03:00,22,4
51,"5/29/20, 22:12 - Norbert Notitia: Works for me
",Norbert Notitia,Works for me,works for me,2020-05-29 22:12:00,22,4
151,"5/29/20, 22:14 - AI Derek: Sure
",AI Derek,Sure,sure,2020-05-29 22:14:00,22,4
29,"5/31/20, 18:34 - Alex Notitia: Hello, Good Evening guys.
",Alex Notitia,"Hello, Good Evening guys.",hello good evening guys,2020-05-31 18:34:00,18,6
36,"5/31/20, 18:34 - Ḅj: hello Alex
",Ḅj,hello Alex,hello alex,2020-05-31 18:34:00,18,6
30,"5/31/20, 18:35 - Alex Notitia: We're having the meeting @ 7:00 pm right ?.
",Alex Notitia,We're having the meeting @ 7:00 pm right ?.,were having the meeting   pm right ,2020-05-31 18:35:00,18,6
31,"5/31/20, 18:35 - Alex Notitia: Is everyone on board.
",Alex Notitia,Is everyone on board.,is everyone on board,2020-05-31 18:35:00,18,6
37,"5/31/20, 18:36 - Ḅj: sure
",Ḅj,sure,sure,2020-05-31 18:36:00,18,6
32,"5/31/20, 18:45 - Alex Notitia: Worla Alex is inviting you to a scheduled Zoom meeting.
",Alex Notitia,Worla Alex is inviting you to a scheduled Zoom meeting.,worla alex is inviting you to a scheduled zoom meeting,2020-05-31 18:45:00,18,6
152,"5/31/20, 18:45 - AI Derek: Nice one
",AI Derek,Nice one,nice one,2020-05-31 18:45:00,18,6
33,"5/31/20, 19:02 - Alex Notitia: @233243319300 we're waiting for you to join the session.
",Alex Notitia,@233243319300 we're waiting for you to join the session., were waiting for you to join the session,2020-05-31 19:02:00,19,6
153,"5/31/20, 19:03 - AI Derek: I just joined
",AI Derek,I just joined,i just joined,2020-05-31 19:03:00,19,6
39,"6/1/20, 10:56 - Ḅj: Good morning
",Ḅj,Good morning,good morning,2020-06-01 10:56:00,10,0
38,"6/1/20, 10:56 - Ḅj: Hello guys
",Ḅj,Hello guys,hello guys,2020-06-01 10:56:00,10,0
154,"6/1/20, 11:02 - AI Derek: @233554349393 @233247936396
",AI Derek,@233554349393 @233247936396, ,2020-06-01 11:02:00,11,0
155,"6/1/20, 15:42 - AI Derek: Check if we use this to set up mentee and mentor virtually on notitia 
",AI Derek,Check if we use this to set up mentee and mentor virtually on notitia ,check if we use this to set up mentee and mentor virtually on notitia ,2020-06-01 15:42:00,15,0
156,"6/1/20, 15:45 - AI Derek: Check this too but I think Socrative is great 
",AI Derek,Check this too but I think Socrative is great ,check this too but i think socrative is great ,2020-06-01 15:45:00,15,0
157,"6/1/20, 15:48 - AI Derek: This is for videoing stuff 
",AI Derek,This is for videoing stuff ,this is for videoing stuff ,2020-06-01 15:48:00,15,0
159,"6/2/20, 07:48 - AI Derek: Hope we good
",AI Derek,Hope we good,hope we good,2020-06-02 07:48:00,7,1
158,"6/2/20, 07:48 - AI Derek: Good morning everyone
",AI Derek,Good morning everyone,good morning everyone,2020-06-02 07:48:00,7,1
162,"6/2/20, 07:49 - AI Derek: This is her profile
",AI Derek,This is her profile,this is her profile,2020-06-02 07:49:00,7,1
161,"6/2/20, 07:49 - AI Derek: I am of the view that in order for people to succeed in this challenging environment, young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities.
",AI Derek,"I am of the view that in order for people to succeed in this challenging environment, young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities.",i am of the view that in order for people to succeed in this challenging environment young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities,2020-06-02 07:49:00,7,1
160,"6/2/20, 07:49 - AI Derek: So @233554349393 I spoke to Adwoa and she accepted the role
",AI Derek,So @233554349393 I spoke to Adwoa and she accepted the role,so  i spoke to adwoa and she accepted the role,2020-06-02 07:49:00,7,1
168,"6/2/20, 07:50 - AI Derek: So updates on our next webinar
",AI Derek,So updates on our next webinar,so updates on our next webinar,2020-06-02 07:50:00,7,1
166,"6/2/20, 07:50 - AI Derek: You’re welcome
",AI Derek,You’re welcome,youre welcome,2020-06-02 07:50:00,7,1
